"Location","Sample_ID","Sample_Date","USDA_Species_Code","Temp_Response_flagged_with_1","Replicate","Tair","Tleaf","VpdL","Vcmax_Tleaf","Jmax_Tleaf","Rd_Tleaf","Vcmax25_Rog","Jmax25_Rog","Vcmax25_Bern","Jmax25_Bern"
"Utqiagvik","BNL66",20120712,"PEFR5",NA,1,18.57,21.28,0.9,75,241,3.05,98.8928097270126,289.845907066328,104.632823653642,301.431640551173
"Utqiagvik","BNL69",20120712,"PEFR5",NA,1,16.42,17.47,0.782,51,181,3.17,89.9228356100814,264.268191293981,100.953066133292,286.385971706169
"Utqiagvik","BNL74",20120713,"PEFR5",NA,1,12.83,14.99,0.664,60,210,7.66,128.347614049253,348.819017472578,149.886286000136,388.510659122447
"Utqiagvik","BNL75",20120713,"PEFR5",NA,1,12.77,16.1,0.637,62,164,0.9,121.585516315115,257.060256600422,139.493833551989,282.805669634606
"Utqiagvik","BNL76",20120713,"PEFR5",NA,1,12.74,13.8,0.578,42,145,2.5,98.6908867903306,256.431024878296,117.48252688997,289.437293033482
"Utqiagvik","BNL77",20120713,"PEFR5",NA,1,12.69,15.02,0.532,57,172,1.26,121.643080214402,285.250195346258,141.988311329872,317.602277959627
"Utqiagvik","BNL78",20120714,"PEFR5",NA,1,11.88,12.47,0.518,48,160,2.07,125.389570335758,303.679334416231,152.524956026768,347.950476024747
"Utqiagvik","BNL79",20120714,"PEFR5",NA,1,11.92,12.95,0.723,32,125,2.57,80.4492637245949,231.257218751048,97.0968330162206,263.534843828472
"Utqiagvik","BNL80",20120714,"PEFR5",NA,1,12.39,14.22,0.595,56,178,2.02,127.285904677114,307.885448694631,150.498249715637,345.881405765092
"Utqiagvik","BNL81",20120714,"PEFR5",NA,1,12.3,13.55,0.764,46,152,2.96,110.254980589259,272.391608053545,131.780627920443,308.317565184228
"Utqiagvik","BNL563",20120808,"PEFR5",NA,1,7.26,9.41,0.448,26,81,0.74,86.9870679620865,181.340025052963,111.2905186114,215.191842693599
"Utqiagvik","BNL565",20120808,"PEFR5",NA,1,7.47,9.24,0.39,30,98,1.49,101.774962308583,221.444233717204,130.579906820453,263.300870235628
"Utqiagvik","BNL569",20120808,"PEFR5",NA,1,7.68,10.04,0.417,28,98,1.82,88.9867146021558,212.003735795213,112.661662172928,249.754410241498
"Utqiagvik","BNL571",20120808,"PEFR5",NA,1,7.59,11.03,0.494,32,102,1.19,93.8537946914298,209.146464410933,116.893317293457,243.600904261531
"Utqiagvik","BNL573",20120808,"PEFR5",NA,1,7.65,8.69,0.268,30,112,2.77,106.469863830728,260.811492144116,137.866243383023,312.097602918202
"Utqiagvik","BNL642",20120812,"PEFR5",NA,1,13.11,17.11,0.614,43,130,1.14,77.9585306633127,193.366583861971,88.0198928254505,210.37905023953
"Utqiagvik","BNL1501",20140712,"PEFR5",NA,1,12.58,14.61,0.724,47,146,6.87,103.591353325958,247.401251788229,121.715983224734,276.723191152255
"Utqiagvik","BNL1503",20140715,"PEFR5",NA,1,9.8,15.25,0.763,65,191,9.74,136.233009102586,312.96554677658,158.433607003494,347.570220711923
"Utqiagvik","BNL1505",20140715,"PEFR5",NA,1,10.91,15.84,0.867,60,175,9.31,120.07618934038,278.043079312013,138.333886851851,306.771239253924
"Utqiagvik","BNL1506",20140715,"PEFR5",NA,1,9.04,13.93,0.952,64,192,10.65,148.845290618344,337.224418483647,176.814887503223,380.074777183491
"Utqiagvik","BNL2806",20140715,"PEFR5",NA,1,11.94,16.57,0.736,65,195,5.92,122.887572379536,298.275737424632,139.938804261731,326.451227977682
"Utqiagvik","BNL2808",20140715,"PEFR5",NA,2,16.1,20.31,1.212,95,244,8.4,134.786023561875,308.157913992976,144.756970338963,323.820522914393
"Utqiagvik","BNL2811",20140715,"PEFR5",NA,1,14.75,18.48,0.955,68,198,7.65,110.926141186682,274.468263287238,122.572420937326,294.179391128385
"Utqiagvik","BNL2827",20140720,"PEFR5",1,1,4.93,7.46,0.668,22,NA,2.51,86.4185197889747,NA,114.243342473692,NA
"Utqiagvik","BNL2827",20140720,"PEFR5",1,2,8.07,10.11,0.612,28,NA,3.28,88.4813915212379,NA,111.891821312334,NA
"Utqiagvik","BNL2827",20140720,"PEFR5",1,3,15.46,14.99,0.802,31,NA,2.29,66.3129339254472,NA,77.441247766737,NA
"Utqiagvik","BNL2827",20140720,"PEFR5",1,4,20.83,18.46,1.146,36,NA,1.47,58.8158030707307,NA,65.0113037235776,NA
"Utqiagvik","BNL2828",20140720,"PEFR5",1,1,4.1,9.27,0.758,25,NA,2.15,84.6045236488679,NA,108.49543901532,NA
"Utqiagvik","BNL2828",20140720,"PEFR5",1,2,5.56,10.56,0.589,35,NA,2.84,106.633034927518,NA,133.844450841614,NA
"Utqiagvik","BNL2828",20140720,"PEFR5",1,3,13.51,15.06,0.728,46,NA,2.65,97.8600397882824,NA,114.154251290668,NA
"Utqiagvik","BNL2828",20140720,"PEFR5",1,4,19.86,18.9,1.029,57,NA,2.07,90.0375443805418,NA,98.8396291120158,NA
"Utqiagvik","BNL2829",20140720,"PEFR5",1,1,1.28,6.32,0.548,26,NA,3.85,112.29421129588,NA,151.351577242102,NA
"Utqiagvik","BNL2829",20140720,"PEFR5",1,2,6.47,10.29,0.537,31,NA,3.18,96.5387085328323,NA,121.717081507938,NA
"Utqiagvik","BNL2829",20140720,"PEFR5",1,3,14.5,14.89,0.633,40,NA,3,86.240527034849,NA,100.874685295442,NA
"Utqiagvik","BNL2829",20140720,"PEFR5",1,4,21.06,18.26,0.948,53,NA,2.83,87.9301492920048,NA,97.4975127066512,NA
"Utqiagvik","BNL2830",20140720,"PEFR5",1,1,2.98,5.42,0.465,23,NA,5.45,107.121407550526,NA,146.619040302237,NA
"Utqiagvik","BNL2830",20140720,"PEFR5",1,2,8.47,10.19,0.557,28,NA,4.1,87.9076950940617,NA,111.018903054598,NA
"Utqiagvik","BNL2830",20140720,"PEFR5",1,3,15.26,14.87,0.732,37,NA,3.74,79.8980889041403,NA,93.4860001981095,NA
"Utqiagvik","BNL2830",20140720,"PEFR5",1,4,21.09,18.97,1.149,51,NA,3.96,80.1296972368964,NA,87.8671483404744,NA
"Utqiagvik","BNL2834",20140722,"PEFR5",1,1,4.32,6.64,0.429,22,NA,3.57,92.5141003292434,NA,124.014126023398,NA
"Utqiagvik","BNL2834",20140722,"PEFR5",1,2,9.07,10.03,0.639,24,NA,2.81,76.3364222445587,NA,96.661801868363,NA
"Utqiagvik","BNL2834",20140722,"PEFR5",1,3,16,14.79,0.77,27,NA,2.19,58.6722047242545,NA,68.738551306127,NA
"Utqiagvik","BNL2834",20140722,"PEFR5",1,4,22.4,19.12,1.209,29,NA,1.57,45.0445180879049,NA,49.2786831356225,NA
"Utqiagvik","BNL2835",20140722,"PEFR5",1,1,3.2,7.61,0.466,29,NA,2.98,112.508675378484,NA,148.357389721695,NA
"Utqiagvik","BNL2835",20140722,"PEFR5",1,2,8,10.21,0.65,33,NA,2.78,103.437207708469,NA,130.587854810651,NA
"Utqiagvik","BNL2835",20140722,"PEFR5",1,3,14.51,14.94,0.977,43,NA,2.32,92.3447349633146,NA,107.928097986977,NA
"Utqiagvik","BNL2835",20140722,"PEFR5",1,4,22.25,19.59,1.23,57,NA,1.5,85.4180776878895,NA,92.766375603806,NA
"Utqiagvik","BNL2836",20140722,"PEFR5",1,1,1.38,5.69,0.362,25,NA,4.42,113.824804024727,NA,155.074763085535,NA
"Utqiagvik","BNL2836",20140722,"PEFR5",1,2,7.67,10.06,0.617,29,NA,3.45,92.0149464828625,NA,116.456884499936,NA
"Utqiagvik","BNL2836",20140722,"PEFR5",1,3,14.72,14.87,0.832,35,NA,2.85,75.5792732877003,NA,88.4327028901036,NA
"Utqiagvik","BNL2836",20140722,"PEFR5",1,4,22.06,19.49,1.114,40,NA,1.66,60.4008841778489,NA,65.6990450336976,NA
"Utqiagvik","BNL2837",20140722,"PEFR5",1,1,2.84,6.48,0.399,26,NA,3.33,110.803802562335,NA,148.93624230755,NA
"Utqiagvik","BNL2837",20140722,"PEFR5",1,2,8.18,10.21,0.606,32,NA,2.95,100.302746868819,NA,126.630647089116,NA
"Utqiagvik","BNL2837",20140722,"PEFR5",1,3,14.99,14.89,0.712,41,NA,2.36,88.3965402107203,NA,103.396552427828,NA
"Utqiagvik","BNL2837",20140722,"PEFR5",1,4,20.45,18.76,1.027,51,NA,1.74,81.427898966823,NA,89.5839581180051,NA
"Utqiagvik","BNL2857",20140725,"PEFR5",1,1,26.98,24.86,1.476,90,NA,2.38,90.9302180948035,NA,91.1211766789479,NA
"Utqiagvik","BNL2857",20140725,"PEFR5",1,2,19.02,19.99,0.97,63,NA,3.13,91.5808334428918,NA,98.8439586979737,NA
"Utqiagvik","BNL2857",20140725,"PEFR5",1,3,12.52,15.09,0.837,49,NA,3.17,103.996838612869,NA,121.254545338878,NA
"Utqiagvik","BNL2857",20140725,"PEFR5",1,4,6.4,10.53,0.637,38,NA,4.02,116.054976593837,NA,145.743066198602,NA
"Utqiagvik","BNL2858",20140725,"PEFR5",1,1,26.06,24.99,1.614,102,NA,2.1,102.074911700483,NA,102.090201768695,NA
"Utqiagvik","BNL2858",20140725,"PEFR5",1,2,19.04,20.05,1.136,68,NA,2.6,98.3998484215433,NA,106.10511349602,NA
"Utqiagvik","BNL2858",20140725,"PEFR5",1,3,13.08,14.93,0.933,44,NA,2.98,94.5666181047237,NA,110.542660823821,NA
"Utqiagvik","BNL2858",20140725,"PEFR5",1,4,9.09,9.96,0.673,36,NA,3.78,115.15894754119,NA,145.990850893129,NA
"Utqiagvik","BNL2861",20140726,"PEFR5",1,1,25.1,24.99,1.734,75,NA,3.24,75.0550821327079,NA,75.0663248299226,NA
"Utqiagvik","BNL2861",20140726,"PEFR5",1,2,17.94,20.08,1.229,52,NA,2.16,75.0757883494114,NA,80.9170462163441,NA
"Utqiagvik","BNL2861",20140726,"PEFR5",1,4,8.85,10.05,0.681,30,NA,2.63,95.2653578128191,NA,120.590719403806,NA
"Utqiagvik","BNL2861",20140726,"PEFR5",1,5,2.8,5.68,0.452,22,NA,3.23,100.249938465638,NA,136.603774863258,NA
"Utqiagvik","BNL2862",20140726,"PEFR5",1,1,1.49,6.69,0.472,23,NA,2.92,96.3170501110879,NA,129.002208715146,NA
"Utqiagvik","BNL2862",20140726,"PEFR5",1,2,7.24,10.34,0.76,27,NA,2.25,83.7413490788322,NA,105.494591050489,NA
"Utqiagvik","BNL2862",20140726,"PEFR5",1,3,13.29,15.04,1.043,37,NA,2.24,78.8372980255919,NA,91.9936107842057,NA
"Utqiagvik","BNL2862",20140726,"PEFR5",1,4,21.52,19.96,1.546,51,NA,2.42,74.3059831335661,NA,80.2363589737384,NA
"Utqiagvik","BNL2873",20140728,"PEFR5",1,1,10.83,9.89,0.674,30,NA,3.45,96.5144392386109,NA,122.496974318213,NA
"Utqiagvik","BNL2873",20140728,"PEFR5",1,2,16.88,14.89,0.801,36,NA,2.4,77.6164743313641,NA,90.7872167658979,NA
"Utqiagvik","BNL2873",20140728,"PEFR5",1,3,20.18,17.38,0.884,49,NA,2.01,86.9995347663352,NA,97.8098954730852,NA
"Utqiagvik","BNL2873",20140728,"PEFR5",1,4,26.22,23.51,1.505,79,NA,2.54,88.1802712877303,NA,90.1803923657813,NA
"Utqiagvik","BNL2874",20140728,"PEFR5",1,1,6.93,10.11,0.686,31,NA,2.54,97.9615406127991,NA,123.880230738656,NA
"Utqiagvik","BNL2874",20140728,"PEFR5",1,2,14.31,15.02,0.805,42,NA,2.29,89.6317433158752,NA,104.622966243063,NA
"Utqiagvik","BNL2874",20140728,"PEFR5",1,3,20.23,19,1.151,52,NA,1.75,81.5136583031829,NA,89.3429225780044,NA
"Utqiagvik","BNL2874",20140728,"PEFR5",1,4,25.11,22.44,1.487,77,NA,2.21,93.0718204249779,NA,96.7418686079975,NA
"Utqiagvik","BNL1557",20150710,"PEFR5",NA,1,9.56,12.03,0.452,31,115,2.22,83.8864553632409,223.465298041638,102.776741209347,257.325066379115
"Utqiagvik","BNL1558",20150710,"PEFR5",NA,1,9.6,12.02,0.398,35,118,2.21,94.7865458145794,229.417651063986,116.15042346,264.209374481701
"Utqiagvik","BNL1559",20150710,"PEFR5",NA,1,9.53,12.13,0.446,29,NA,4.39,77.8474625795474,NA,95.2218746739339,NA
"Utqiagvik","BNL1560",20150710,"PEFR5",NA,1,10.3,13.28,0.443,29,96,1.99,71.0161140709062,174.517913942911,85.2533401161462,198.1368366079
"Utqiagvik","BNL1561",20150710,"PEFR5",NA,1,10.67,12.04,0.272,29,111,3.43,78.4114832403387,215.577124606207,96.0531413881565,248.213437558017
"Utqiagvik","BNL1562",20150710,"PEFR5",NA,1,12.11,15.07,0.995,49,160,2.51,104.160353795433,264.654251771941,121.484127671465,294.506391397915
"Utqiagvik","BNL1564",20150710,"PEFR5",NA,1,13.83,15.02,0.807,32,113,2.95,68.2908520501907,187.402744617018,79.7127361851911,208.657310519987
"Utqiagvik","BNL1565",20150710,"PEFR5",NA,1,12.56,14.98,0.711,33,112,2.25,70.6466981164164,186.134423881741,82.5155150574348,207.337503736209
"Utqiagvik","BNL1566",20150710,"PEFR5",NA,1,13.49,15.05,0.573,35,140,2.73,74.5172491590326,231.815422257568,86.9386976058205,258.02090127646
"Utqiagvik","BNL1567",20150710,"PEFR5",NA,1,14.19,14.99,1.06,35,NA,2.84,74.8694415287307,NA,87.4336668334127,NA
"Utqiagvik","BNL1568",20150710,"PEFR5",NA,1,11.63,12.02,0.659,38,125,2.39,102.911106884401,243.027172737273,126.106174042285,279.882811950954
"Utqiagvik","BNL1569",20150710,"PEFR5",NA,1,15.49,14.88,0.786,30,114,2.38,64.7312929661576,190.455083092399,75.7277003408544,212.386906418265
"Utqiagvik","BNL1570",20150710,"PEFR5",NA,1,12.87,14.03,0.743,33,113,3.53,76.1432360273218,197.424971197784,90.3053961507365,222.261840072435
"Utqiagvik","BNL1571",20150710,"PEFR5",NA,1,13.43,13.98,0.586,27,94,2.48,62.5460261537373,164.663888378007,74.2391024163811,185.483273898266
"Utqiagvik","BNL1572",20150710,"PEFR5",NA,1,14.86,14.98,0.793,46,160,3.06,98.4772155562168,265.906319831058,115.021627049758,296.19643390887
"Utqiagvik","BNL1573",20150710,"PEFR5",NA,1,9.98,11.95,0.569,38,122,1.92,103.490969386046,238.085586790517,126.962188645138,274.410254845416
"Utqiagvik","BNL1575",20150710,"PEFR5",NA,1,12.91,13.97,0.852,31,107,2.81,71.8689727177603,187.535596120114,85.3187660678636,211.270481702509
"Utqiagvik","BNL1576",20150710,"PEFR5",NA,1,11.23,12.01,0.645,30,118,3.45,81.3108376157757,229.540548984825,99.6537488740009,264.380978172809
"Utqiagvik","BNL1627",20150712,"PEFR5",1,1,3.17,6.57,0.375,25,91,2.96,105.745092497363,238.238223604738,141.919027357733,292.2649204532
"Utqiagvik","BNL1627",20150712,"PEFR5",1,2,8.23,10.28,0.488,29,103,2.52,90.3837973705702,219.937473744481,113.975788652717,258.385315155949
"Utqiagvik","BNL1627",20150712,"PEFR5",1,3,14.37,13.89,0.527,37,125,2.5,86.3242100489304,220.011764790935,102.611733317838,248.079524068978
"Utqiagvik","BNL1627",20150712,"PEFR5",1,4,20.04,16.56,0.87,45,149,2.11,85.1421843873611,228.031541993832,96.9714460159818,249.599182325712
"Utqiagvik","BNL1628",20150712,"PEFR5",1,1,3.64,7.57,0.476,18,74,2.57,70.0646444651466,183.279903988726,92.4518390102435,222.210565196543
"Utqiagvik","BNL1628",20150712,"PEFR5",1,2,7.12,10.16,0.603,21,76,2.11,66.0917670822384,163.343597930479,83.5090415772683,192.163538305923
"Utqiagvik","BNL1628",20150712,"PEFR5",1,3,13.75,13.89,0.703,26,92,1.87,60.6602557100592,161.928658886128,72.1055423314538,182.586529714767
"Utqiagvik","BNL1628",20150712,"PEFR5",1,4,18.15,16.38,0.998,31,106,1.88,59.4806829792985,163.746974011294,67.9384855280076,179.59055224622
"Utqiagvik","BNL1629",20150712,"PEFR5",1,1,3.66,6.63,0.447,18,67,2.17,75.7564847083646,174.821475618365,101.568001680625,214.314757075094
"Utqiagvik","BNL1629",20150712,"PEFR5",1,2,7.96,10.05,0.478,22,78,1.6,69.8612623960673,168.646062763962,88.433194229458,198.65329542471
"Utqiagvik","BNL1629",20150712,"PEFR5",1,3,14.24,13.91,0.666,29,95,1.26,67.5524269566878,167.032281040941,80.2721726156514,188.298963951135
"Utqiagvik","BNL1629",20150712,"PEFR5",1,4,17.62,15.84,0.902,33,109,1.72,66.0419041372089,173.181117971482,76.083637768518,191.074657592444
"Utqiagvik","BNL1630",20150712,"PEFR5",1,1,3.16,5.1,0.274,15,57,2.35,71.7695694474331,162.01938928281,98.7737589916873,202.264013536051
"Utqiagvik","BNL1630",20150712,"PEFR5",1,2,8.74,9.74,0.516,17,65,1.75,55.3642573257478,142.92676938047,70.4442881046188,168.961367539782
"Utqiagvik","BNL1630",20150712,"PEFR5",1,3,14.51,13.92,0.585,19,67,1.55,44.2234510532957,117.739473906845,52.5419907825796,132.715261164708
"Utqiagvik","BNL1631",20150712,"PEFR5",1,1,4.55,7.35,0.42,23,89,2.85,91.1743776517551,223.129772510902,120.754956125505,271.224948421736
"Utqiagvik","BNL1631",20150712,"PEFR5",1,2,8.16,10.01,0.578,26,101,2.63,82.8325095136035,218.849931411228,104.922378363244,257.908907675124
"Utqiagvik","BNL1631",20150712,"PEFR5",1,3,14.08,13.98,0.651,31,116,2.14,71.8121041024391,203.202245232434,85.2374879595487,228.894252895732
"Utqiagvik","BNL1631",20150712,"PEFR5",1,4,19.51,17.39,1.055,37,136,2.32,65.6427567503288,199.387175163806,73.7877341777405,216.264202921877
"Utqiagvik","BNL1785",20150722,"PEFR5",1,1,15.08,14.96,0.544,41,147,2.06,87.9112824281391,244.55789799879,102.713533800496,272.476864545438
"Utqiagvik","BNL1785",20150722,"PEFR5",1,2,20.93,18,0.832,51,167,1.66,86.3211765499092,237.266103011751,96.104786534399,255.638671488201
"Utqiagvik","BNL1785",20150722,"PEFR5",1,3,24.65,21.8,1.337,68,192,1.36,86.2266603430888,224.970733077172,90.5070587390252,232.671131353954
"Utqiagvik","BNL1786",20150722,"PEFR5",1,1,14.67,15.96,0.436,50,167,2.11,99.1299738771371,263.678056243387,113.984602229877,290.535780791664
"Utqiagvik","BNL1786",20150722,"PEFR5",1,2,21.85,19.76,0.896,67,187,1.21,99.113018106943,242.843857130286,107.355701254069,256.701436585231
"Utqiagvik","BNL1786",20150722,"PEFR5",1,3,25.3,23.93,1.372,85,211,1.09,91.9722172764998,222.397932567906,93.463439556337,224.896703181032
"Utqiagvik","BNL564",20120808,"SAPU15",NA,1,7.67,10.11,0.51,40,139,3.15,126.401987887483,299.558569419199,159.84545901762,352.615080003245
"Utqiagvik","BNL566",20120808,"SAPU15",NA,1,7.7,10.21,0.478,39,130,3.24,122.243972746373,278.646678704206,154.33110113986,327.621628180463
"Utqiagvik","BNL568",20120808,"SAPU15",NA,1,7.51,10.11,0.441,36,119,2.37,113.761789098734,256.456616984782,143.860913115858,301.879097268965
"Utqiagvik","BNL570",20120808,"SAPU15",NA,1,7.48,9.82,0.435,27,99,2.98,87.3598494074834,216.743062171732,111.006986738881,255.986825795517
"Utqiagvik","BNL589",20120809,"SAPU15",NA,1,9.96,12.21,0.559,29,83,1.67,77.349813403593,159.737489754016,94.4894471698844,183.565220753129
"Utqiagvik","BNL598",20120811,"SAPU15",NA,1,6.88,8.34,0.409,23,86,2.59,84.0111225407483,204.150888126687,109.425607875798,245.294066379062
"Utqiagvik","BNL600",20120811,"SAPU15",NA,1,7.44,9.71,0.441,29,108,2.93,94.6762689771336,237.866389574672,120.524191261532,281.292085886187
"Utqiagvik","BNL602",20120811,"SAPU15",NA,1,7.44,9.96,0.427,37,131,3.57,118.357807195112,284.626942855922,150.046152306827,335.618942668623
"Utqiagvik","BNL604",20120811,"SAPU15",NA,1,7.51,10.41,0.447,35,119,3.62,107.938464491613,252.318798529339,135.819760466165,295.984166893451
